Genome,Length (bp),N50,Completeness %,Contamination%,Species representative,MGnify accession
GUT_GENOME237494,1806619,6192,82.32,1.51,GUT_GENOME237494,MGYG-HGUT-03582
GUT_GENOME237499,2191682,49321,98.66,0.0,GUT_GENOME237499,MGYG-HGUT-03583
GUT_GENOME237505,1810421,57068,93.15,0.94,GUT_GENOME237505,MGYG-HGUT-03584
GUT_GENOME237511,1967662,8774,91.78,0.55,GUT_GENOME237511,MGYG-HGUT-03585
GUT_GENOME237516,2345060,4170,87.05,2.08,GUT_GENOME237516,MGYG-HGUT-03586
GUT_GENOME237518,1561142,81157,82.55,0.13,GUT_GENOME237518,MGYG-HGUT-03587
GUT_GENOME237519,2106923,5415,87.61,1.71,GUT_GENOME237519,MGYG-HGUT-03588
GUT_GENOME237520,2941827,43139,95.85,1.38,GUT_GENOME237520,MGYG-HGUT-03589
GUT_GENOME237523,3134564,45266,95.66,0.63,GUT_GENOME237523,MGYG-HGUT-03590
GUT_GENOME237524,1880790,33889,96.83,0.45,GUT_GENOME237524,MGYG-HGUT-03591
GUT_GENOME237525,1640788,84351,98.36,0.0,GUT_GENOME237525,MGYG-HGUT-03592
GUT_GENOME237529,4467273,30083,94.3,2.48,GUT_GENOME237529,MGYG-HGUT-03593
GUT_GENOME237530,2830222,12924,75.35,2.22,GUT_GENOME237530,MGYG-HGUT-03594
GUT_GENOME237605,2475226,8828,92.45,3.91,GUT_GENOME237605,MGYG-HGUT-03595
GUT_GENOME237616,879465,135320,73.43,0.0,GUT_GENOME237616,MGYG-HGUT-03596
GUT_GENOME237633,2313285,36464,94.28,1.27,GUT_GENOME237633,MGYG-HGUT-03597
GUT_GENOME237779,1976603,10503,66.25,0.95,GUT_GENOME237779,MGYG-HGUT-03598
GUT_GENOME237833,1382007,2276,51.49,0.0,GUT_GENOME237833,MGYG-HGUT-03599
GUT_GENOME237834,1529489,4525,51.46,0.0,GUT_GENOME237834,MGYG-HGUT-03600
GUT_GENOME237835,1391946,13085,88.49,0.17,GUT_GENOME237835,MGYG-HGUT-03601
GUT_GENOME237836,1024803,3054,83.91,2.61,GUT_GENOME237836,MGYG-HGUT-03602
GUT_GENOME237837,1899995,13380,88.44,1.34,GUT_GENOME237837,MGYG-HGUT-03603
GUT_GENOME237838,1572375,5369,85.76,2.56,GUT_GENOME237838,MGYG-HGUT-03604
GUT_GENOME237839,2261744,79329,98.53,2.66,GUT_GENOME237839,MGYG-HGUT-03605
GUT_GENOME237840,1568287,6998,74.1,1.33,GUT_GENOME237840,MGYG-HGUT-03606
GUT_GENOME237841,1908641,48398,79.23,0.37,GUT_GENOME237841,MGYG-HGUT-03607
GUT_GENOME237842,1389684,7089,62.7,1.05,GUT_GENOME237842,MGYG-HGUT-03608
GUT_GENOME237843,1070832,12985,83.03,0.67,GUT_GENOME237843,MGYG-HGUT-03609
GUT_GENOME237844,2461139,32705,89.1,1.38,GUT_GENOME237844,MGYG-HGUT-03610
GUT_GENOME237864,1994731,30569,82.45,0.36,GUT_GENOME237864,MGYG-HGUT-03611
GUT_GENOME237865,2641191,48702,92.16,0.0,GUT_GENOME237865,MGYG-HGUT-03612
GUT_GENOME237866,2865067,28635,91.73,1.77,GUT_GENOME237866,MGYG-HGUT-03613
GUT_GENOME237867,1915631,3117,83.88,1.76,GUT_GENOME237867,MGYG-HGUT-03614
GUT_GENOME237868,3081888,32376,91.97,0.29,GUT_GENOME237868,MGYG-HGUT-03615
GUT_GENOME237871,1893899,2851,73.35,1.1,GUT_GENOME237871,MGYG-HGUT-03616
GUT_GENOME237872,1743156,26502,94.41,0.95,GUT_GENOME237872,MGYG-HGUT-03617
GUT_GENOME237873,1816095,3522,77.6,2.8,GUT_GENOME237873,MGYG-HGUT-03618
GUT_GENOME237874,2720357,28493,94.15,2.99,GUT_GENOME237874,MGYG-HGUT-03619
GUT_GENOME237875,2688357,20257,98.1,1.5,GUT_GENOME237875,MGYG-HGUT-03620
GUT_GENOME237878,1983527,14967,85.85,0.0,GUT_GENOME237878,MGYG-HGUT-03621
GUT_GENOME237879,2890083,14790,90.66,1.09,GUT_GENOME237879,MGYG-HGUT-03622
GUT_GENOME237880,1340166,2700,77.09,3.92,GUT_GENOME237880,MGYG-HGUT-03623
GUT_GENOME237882,2336963,7881,88.68,4.14,GUT_GENOME237882,MGYG-HGUT-03624
GUT_GENOME237883,2467170,12252,88.79,2.19,GUT_GENOME237883,MGYG-HGUT-03625
GUT_GENOME238202,2792540,28977,92.14,2.38,GUT_GENOME238202,MGYG-HGUT-03626
GUT_GENOME238203,1872155,4425,81.27,2.09,GUT_GENOME238203,MGYG-HGUT-03627
GUT_GENOME238204,1547831,40184,95.28,1.01,GUT_GENOME238204,MGYG-HGUT-03628
GUT_GENOME238205,1270081,2843,69.32,1.4,GUT_GENOME238205,MGYG-HGUT-03629
GUT_GENOME238206,1926154,5271,81.36,1.48,GUT_GENOME238206,MGYG-HGUT-03630
GUT_GENOME238207,1663259,4156,57.89,0.71,GUT_GENOME238207,MGYG-HGUT-03631
GUT_GENOME238208,1897567,7798,90.14,3.0,GUT_GENOME238208,MGYG-HGUT-03632
GUT_GENOME238209,1440722,3784,63.28,2.53,GUT_GENOME238209,MGYG-HGUT-03633
GUT_GENOME238210,1732908,11433,84.84,1.08,GUT_GENOME238210,MGYG-HGUT-03634
GUT_GENOME238211,856870,1920,65.09,1.81,GUT_GENOME238211,MGYG-HGUT-03635
GUT_GENOME238249,2261924,5276,80.88,3.79,GUT_GENOME238249,MGYG-HGUT-03636
GUT_GENOME238250,1987494,4783,88.51,0.84,GUT_GENOME238250,MGYG-HGUT-03637
GUT_GENOME238251,2109164,6372,84.8,3.58,GUT_GENOME238251,MGYG-HGUT-03638
GUT_GENOME238256,2206539,2514,70.08,2.23,GUT_GENOME238256,MGYG-HGUT-03639
GUT_GENOME238257,1798350,75525,88.21,0.0,GUT_GENOME238257,MGYG-HGUT-03640
GUT_GENOME238258,1930821,9745,75.16,1.91,GUT_GENOME238258,MGYG-HGUT-03641
GUT_GENOME238260,3810265,8685,85.87,2.06,GUT_GENOME238260,MGYG-HGUT-03642
GUT_GENOME238261,2426387,19021,91.89,3.18,GUT_GENOME238261,MGYG-HGUT-03643
GUT_GENOME238262,2073085,3576,66.58,2.75,GUT_GENOME238262,MGYG-HGUT-03644
GUT_GENOME238264,1892545,55636,94.76,0.0,GUT_GENOME238264,MGYG-HGUT-03645
GUT_GENOME238266,1267897,44983,92.66,3.23,GUT_GENOME238266,MGYG-HGUT-03646
GUT_GENOME238291,1303918,1929,58.47,0.0,GUT_GENOME238291,MGYG-HGUT-03647
GUT_GENOME238301,3786163,25718,97.27,4.4,GUT_GENOME238301,MGYG-HGUT-03648
GUT_GENOME238304,3060385,20732,88.44,1.08,GUT_GENOME238304,MGYG-HGUT-03649
GUT_GENOME238305,2572020,36798,87.46,1.12,GUT_GENOME238305,MGYG-HGUT-03650
GUT_GENOME238306,2005832,28347,89.52,1.08,GUT_GENOME238306,MGYG-HGUT-03651
GUT_GENOME238381,933712,281946,90.11,0.0,GUT_GENOME238381,MGYG-HGUT-03652
GUT_GENOME238401,2060420,32896,99.06,0.0,GUT_GENOME238401,MGYG-HGUT-03653
GUT_GENOME238419,2069772,67111,95.7,0.0,GUT_GENOME238419,MGYG-HGUT-03654
GUT_GENOME238494,2162021,36816,98.12,0.68,GUT_GENOME238494,MGYG-HGUT-03655
GUT_GENOME238522,2385409,222044,98.66,0.0,GUT_GENOME238522,MGYG-HGUT-03656
GUT_GENOME238795,1938850,4785,92.78,0.88,GUT_GENOME238795,MGYG-HGUT-03657
GUT_GENOME238812,2415548,78742,96.42,0.67,GUT_GENOME238812,MGYG-HGUT-03658
GUT_GENOME238905,1207824,34443,89.04,3.37,GUT_GENOME238905,MGYG-HGUT-03659
GUT_GENOME238911,845404,159459,87.91,0.0,GUT_GENOME238911,MGYG-HGUT-03660
GUT_GENOME238979,3177635,23190,94.81,2.96,GUT_GENOME238979,MGYG-HGUT-03661
GUT_GENOME238994,2760601,89812,98.22,1.04,GUT_GENOME238994,MGYG-HGUT-03662
GUT_GENOME238996,1225701,47642,78.17,2.33,GUT_GENOME238996,MGYG-HGUT-03663
GUT_GENOME239028,2586855,7636,76.29,3.71,GUT_GENOME239028,MGYG-HGUT-03664
GUT_GENOME239074,1605651,46877,91.01,1.12,GUT_GENOME239074,MGYG-HGUT-03665
GUT_GENOME239083,1550881,3958,75.6,4.31,GUT_GENOME239083,MGYG-HGUT-03666
GUT_GENOME239084,927667,122539,68.47,0.0,GUT_GENOME239084,MGYG-HGUT-03667
GUT_GENOME239115,2556104,33384,89.39,0.13,GUT_GENOME239115,MGYG-HGUT-03668
GUT_GENOME239132,1541608,18847,76.42,0.89,GUT_GENOME239132,MGYG-HGUT-03669
GUT_GENOME239144,1627385,2074,56.14,0.91,GUT_GENOME239144,MGYG-HGUT-03670
GUT_GENOME239212,1177326,14589,79.17,0.0,GUT_GENOME239212,MGYG-HGUT-03671
GUT_GENOME239227,1172535,74348,92.42,2.81,GUT_GENOME239227,MGYG-HGUT-03672
GUT_GENOME239257,2015028,4330,83.3,1.59,GUT_GENOME239257,MGYG-HGUT-03673
GUT_GENOME239268,2595876,16857,95.73,2.6,GUT_GENOME239268,MGYG-HGUT-03674
GUT_GENOME239280,2696714,23130,97.03,0.02,GUT_GENOME239280,MGYG-HGUT-03675
GUT_GENOME239428,1891122,6837,63.11,1.27,GUT_GENOME239428,MGYG-HGUT-03676
GUT_GENOME239516,1306285,11143,78.16,0.84,GUT_GENOME239516,MGYG-HGUT-03677
GUT_GENOME239538,2408138,10368,85.6,1.5,GUT_GENOME239538,MGYG-HGUT-03678
GUT_GENOME239582,2427938,17971,99.3,0.0,GUT_GENOME239582,MGYG-HGUT-03679
GUT_GENOME239643,2339843,21015,82.04,0.51,GUT_GENOME239643,MGYG-HGUT-03680
GUT_GENOME239662,3833391,114156,99.26,0.0,GUT_GENOME239662,MGYG-HGUT-03681
GUT_GENOME239663,3961822,96591,98.64,0.0,GUT_GENOME239663,MGYG-HGUT-03682
GUT_GENOME239670,2206268,706200,100.0,0.0,GUT_GENOME239670,MGYG-HGUT-03683
GUT_GENOME239673,6691925,156700,98.28,1.15,GUT_GENOME239673,MGYG-HGUT-03684
GUT_GENOME239674,2282424,45971,100.0,0.81,GUT_GENOME239674,MGYG-HGUT-03685
GUT_GENOME239684,3367400,49891,98.66,0.0,GUT_GENOME239684,MGYG-HGUT-03686
GUT_GENOME239690,5656032,165429,98.93,0.0,GUT_GENOME239690,MGYG-HGUT-03687
GUT_GENOME239699,2305632,141342,100.0,0.81,GUT_GENOME239699,MGYG-HGUT-03688
GUT_GENOME239700,2478315,73602,98.11,1.48,GUT_GENOME239700,MGYG-HGUT-03689
GUT_GENOME239704,1974540,127943,99.22,0.78,GUT_GENOME239704,MGYG-HGUT-03690
GUT_GENOME239710,2802052,26454,97.68,0.34,GUT_GENOME239710,MGYG-HGUT-03691
GUT_GENOME239721,2318558,112514,100.0,0.81,GUT_GENOME239721,MGYG-HGUT-03692
GUT_GENOME239725,3967780,122327,98.88,0.0,GUT_GENOME239725,MGYG-HGUT-03693
GUT_GENOME239728,3443393,176979,99.21,1.69,GUT_GENOME239728,MGYG-HGUT-03694
GUT_GENOME239737,3472119,149754,99.37,0.63,GUT_GENOME239737,MGYG-HGUT-03695
GUT_GENOME239745,2284579,120378,100.0,0.81,GUT_GENOME239745,MGYG-HGUT-03696
GUT_GENOME239747,3899884,61985,98.14,1.46,GUT_GENOME239747,MGYG-HGUT-03697
GUT_GENOME239761,2292508,291842,100.0,0.81,GUT_GENOME239761,MGYG-HGUT-03698
GUT_GENOME239772,2572738,26877,98.11,1.38,GUT_GENOME239772,MGYG-HGUT-03699
GUT_GENOME239781,2274582,61177,100.0,0.81,GUT_GENOME239781,MGYG-HGUT-03700
GUT_GENOME239789,6084071,315047,99.42,0.38,GUT_GENOME239789,MGYG-HGUT-03701
GUT_GENOME239799,3523328,133247,98.66,0.19,GUT_GENOME239799,MGYG-HGUT-03702
GUT_GENOME239815,2162733,273783,100.0,1.61,GUT_GENOME239815,MGYG-HGUT-03703
GUT_GENOME239875,1508444,4312,72.48,1.66,GUT_GENOME239875,MGYG-HGUT-03704
GUT_GENOME240252,2521949,13060,96.57,3.38,GUT_GENOME240252,MGYG-HGUT-03705
GUT_GENOME240528,1667408,5675,67.81,0.47,GUT_GENOME240528,MGYG-HGUT-03706
GUT_GENOME240703,2033046,68689,99.19,0.81,GUT_GENOME240703,MGYG-HGUT-03707
GUT_GENOME240840,3113700,8122,95.92,2.45,GUT_GENOME240840,MGYG-HGUT-03708
GUT_GENOME241248,3054497,7512,96.15,4.24,GUT_GENOME241248,MGYG-HGUT-03709
GUT_GENOME241809,2331695,8143,91.12,1.0,GUT_GENOME241809,MGYG-HGUT-03710
GUT_GENOME242264,4541486,28516,98.47,0.17,GUT_GENOME242264,MGYG-HGUT-03711
GUT_GENOME242337,5062001,26338,99.78,0.45,GUT_GENOME242337,MGYG-HGUT-03712
GUT_GENOME242646,2118266,87129,97.96,0.0,GUT_GENOME242646,MGYG-HGUT-03713
GUT_GENOME242764,3507168,15067,96.61,3.62,GUT_GENOME242764,MGYG-HGUT-03714
GUT_GENOME242840,3533714,64156,97.08,0.0,GUT_GENOME242840,MGYG-HGUT-03715
GUT_GENOME242915,1367201,5491,61.68,0.71,GUT_GENOME242915,MGYG-HGUT-03716
GUT_GENOME242920,1753680,37084,92.42,1.12,GUT_GENOME242920,MGYG-HGUT-03717
GUT_GENOME242938,1573296,32933,97.16,0.71,GUT_GENOME242938,MGYG-HGUT-03718
GUT_GENOME242942,1258631,21857,66.55,0.7,GUT_GENOME242942,MGYG-HGUT-03719
GUT_GENOME242952,853228,104821,71.21,0.0,GUT_GENOME242952,MGYG-HGUT-03720
GUT_GENOME242955,1482893,8938,91.53,0.7,GUT_GENOME242955,MGYG-HGUT-03721
GUT_GENOME242957,1614807,35620,98.31,0.0,GUT_GENOME242957,MGYG-HGUT-03722
GUT_GENOME242958,2071852,85541,97.79,1.18,GUT_GENOME242958,MGYG-HGUT-03723
GUT_GENOME242960,1472545,9727,88.09,4.76,GUT_GENOME242960,MGYG-HGUT-03724
GUT_GENOME242984,1053253,71654,70.0,0.08,GUT_GENOME242984,MGYG-HGUT-03725
GUT_GENOME242998,1532398,25621,94.09,0.35,GUT_GENOME242998,MGYG-HGUT-03726
GUT_GENOME243002,1599854,49127,99.3,0.0,GUT_GENOME243002,MGYG-HGUT-03727
GUT_GENOME243008,2090250,13264,91.36,1.01,GUT_GENOME243008,MGYG-HGUT-03728
GUT_GENOME243009,1511126,16639,96.53,0.58,GUT_GENOME243009,MGYG-HGUT-03729
GUT_GENOME243014,1377855,11096,93.62,1.47,GUT_GENOME243014,MGYG-HGUT-03730
GUT_GENOME243020,1790835,25463,90.53,0.34,GUT_GENOME243020,MGYG-HGUT-03731
GUT_GENOME243060,1989680,33705,98.39,1.21,GUT_GENOME243060,MGYG-HGUT-03732
GUT_GENOME243082,7397431,25735,98.46,0.39,GUT_GENOME243082,MGYG-HGUT-03733
GUT_GENOME243084,5238503,40842,97.53,1.58,GUT_GENOME243084,MGYG-HGUT-03734
GUT_GENOME243094,2323542,8033,90.92,0.94,GUT_GENOME243094,MGYG-HGUT-03735
GUT_GENOME243145,3680628,53007,98.8,0.8,GUT_GENOME243145,MGYG-HGUT-03736
GUT_GENOME243164,1598315,47975,87.1,0.03,GUT_GENOME243164,MGYG-HGUT-03737
GUT_GENOME243177,1531797,28375,97.55,0.0,GUT_GENOME243177,MGYG-HGUT-03738
GUT_GENOME243200,1855725,28570,98.38,1.73,GUT_GENOME243200,MGYG-HGUT-03739
GUT_GENOME243236,1620766,41163,95.69,0.0,GUT_GENOME243236,MGYG-HGUT-03740
GUT_GENOME243237,1379804,59687,96.95,0.0,GUT_GENOME243237,MGYG-HGUT-03741
GUT_GENOME243241,2540681,38937,97.09,0.04,GUT_GENOME243241,MGYG-HGUT-03742
GUT_GENOME243299,1302624,6067,88.2,2.8,GUT_GENOME243299,MGYG-HGUT-03743
GUT_GENOME243303,2038806,6347,85.52,2.38,GUT_GENOME243303,MGYG-HGUT-03744
GUT_GENOME243317,1293229,4541,68.98,0.4,GUT_GENOME243317,MGYG-HGUT-03745
GUT_GENOME243345,1821350,15087,96.24,0.73,GUT_GENOME243345,MGYG-HGUT-03746
GUT_GENOME243354,2102374,14068,95.71,0.75,GUT_GENOME243354,MGYG-HGUT-03747
GUT_GENOME243377,1150886,16256,91.87,2.84,GUT_GENOME243377,MGYG-HGUT-03748
GUT_GENOME243378,868013,8929,72.75,1.12,GUT_GENOME243378,MGYG-HGUT-03749
GUT_GENOME243411,1336631,27349,96.85,0.04,GUT_GENOME243411,MGYG-HGUT-03750
GUT_GENOME243413,1449105,26424,98.6,1.75,GUT_GENOME243413,MGYG-HGUT-03751
GUT_GENOME243419,1933650,66046,97.99,0.0,GUT_GENOME243419,MGYG-HGUT-03752
GUT_GENOME243448,1981101,45672,98.95,0.7,GUT_GENOME243448,MGYG-HGUT-03753
GUT_GENOME243458,1700916,42174,93.08,0.31,GUT_GENOME243458,MGYG-HGUT-03754
GUT_GENOME243511,1072433,4292,71.67,0.43,GUT_GENOME243511,MGYG-HGUT-03755
GUT_GENOME243512,1544915,5969,85.13,2.9,GUT_GENOME243512,MGYG-HGUT-03756
GUT_GENOME243514,1644309,18257,94.76,1.05,GUT_GENOME243514,MGYG-HGUT-03757
GUT_GENOME243516,1286834,27118,93.62,1.42,GUT_GENOME243516,MGYG-HGUT-03758
GUT_GENOME243569,1433538,32439,96.55,0.7,GUT_GENOME243569,MGYG-HGUT-03759
GUT_GENOME243582,1804087,54723,99.39,0.0,GUT_GENOME243582,MGYG-HGUT-03760
GUT_GENOME243585,4722963,19213,99.31,0.19,GUT_GENOME243585,MGYG-HGUT-03761
GUT_GENOME243592,2238677,5707,86.59,1.61,GUT_GENOME243592,MGYG-HGUT-03762
GUT_GENOME243599,2033596,10303,90.9,0.77,GUT_GENOME243599,MGYG-HGUT-03763
GUT_GENOME243601,1086320,3122,71.83,1.43,GUT_GENOME243601,MGYG-HGUT-03764
GUT_GENOME243602,2329044,6173,62.02,0.0,GUT_GENOME243602,MGYG-HGUT-03765
GUT_GENOME243681,1114867,2977,52.93,0.0,GUT_GENOME243681,MGYG-HGUT-03766
GUT_GENOME243728,1161383,130390,65.52,0.0,GUT_GENOME243728,MGYG-HGUT-03767
GUT_GENOME243809,1681255,34363,78.86,0.0,GUT_GENOME243809,MGYG-HGUT-03768
GUT_GENOME243814,4856301,93106,98.43,2.68,GUT_GENOME243814,MGYG-HGUT-03769
GUT_GENOME243824,2759529,39007,99.33,0.0,GUT_GENOME243824,MGYG-HGUT-03770
GUT_GENOME243826,3602220,19995,97.47,1.17,GUT_GENOME243826,MGYG-HGUT-03771
GUT_GENOME243849,1021183,12989,66.14,0.32,GUT_GENOME243849,MGYG-HGUT-03772
GUT_GENOME243880,3076411,13095,93.64,4.28,GUT_GENOME243880,MGYG-HGUT-03773
GUT_GENOME243884,1422402,4473,77.69,2.73,GUT_GENOME243884,MGYG-HGUT-03774
GUT_GENOME243885,1421456,15502,87.65,1.05,GUT_GENOME243885,MGYG-HGUT-03775
GUT_GENOME243901,1370881,4737,74.93,0.35,GUT_GENOME243901,MGYG-HGUT-03776
GUT_GENOME243928,2405889,74808,64.04,0.58,GUT_GENOME243928,MGYG-HGUT-03777
GUT_GENOME243937,1453181,5722,79.59,1.05,GUT_GENOME243937,MGYG-HGUT-03778
GUT_GENOME243939,1364353,103701,54.85,0.0,GUT_GENOME243939,MGYG-HGUT-03779
GUT_GENOME243944,1433043,13462,68.74,1.52,GUT_GENOME243944,MGYG-HGUT-03780
GUT_GENOME243949,976696,14915,64.53,0.13,GUT_GENOME243949,MGYG-HGUT-03781
GUT_GENOME243998,1630680,4066,84.36,0.82,GUT_GENOME243998,MGYG-HGUT-03782
GUT_GENOME244005,3019490,9299,86.77,2.06,GUT_GENOME244005,MGYG-HGUT-03783
GUT_GENOME244012,1692149,15527,84.83,1.52,GUT_GENOME244012,MGYG-HGUT-03784
GUT_GENOME244033,1764860,11028,92.28,1.56,GUT_GENOME244033,MGYG-HGUT-03785
GUT_GENOME244035,2066306,77860,94.73,0.63,GUT_GENOME244035,MGYG-HGUT-03786
GUT_GENOME244100,1920493,9887,89.92,0.0,GUT_GENOME244100,MGYG-HGUT-03787
GUT_GENOME244103,1935074,25841,100.0,0.0,GUT_GENOME244103,MGYG-HGUT-03788
GUT_GENOME244133,1827958,42696,90.38,1.01,GUT_GENOME244133,MGYG-HGUT-03789
GUT_GENOME244134,1715041,14018,94.89,0.0,GUT_GENOME244134,MGYG-HGUT-03790
GUT_GENOME244156,2144765,11655,91.78,1.84,GUT_GENOME244156,MGYG-HGUT-03791
GUT_GENOME244162,2144916,7943,91.16,1.65,GUT_GENOME244162,MGYG-HGUT-03792
GUT_GENOME244165,1351019,22630,92.99,0.61,GUT_GENOME244165,MGYG-HGUT-03793
GUT_GENOME244171,2491297,20431,95.18,0.02,GUT_GENOME244171,MGYG-HGUT-03794
GUT_GENOME244174,1791290,8196,92.47,1.05,GUT_GENOME244174,MGYG-HGUT-03795
GUT_GENOME244177,1273378,10563,81.4,0.93,GUT_GENOME244177,MGYG-HGUT-03796
GUT_GENOME244205,1673820,6779,85.35,1.47,GUT_GENOME244205,MGYG-HGUT-03797
GUT_GENOME244234,2043229,9738,95.71,3.3,GUT_GENOME244234,MGYG-HGUT-03798
GUT_GENOME244242,2146274,66644,96.04,0.5,GUT_GENOME244242,MGYG-HGUT-03799
GUT_GENOME244248,2133089,111244,99.05,1.22,GUT_GENOME244248,MGYG-HGUT-03800
GUT_GENOME244252,1919412,50291,96.81,0.0,GUT_GENOME244252,MGYG-HGUT-03801
GUT_GENOME244253,1473989,54276,89.51,0.0,GUT_GENOME244253,MGYG-HGUT-03802
GUT_GENOME244286,3817683,7863,92.26,1.22,GUT_GENOME244286,MGYG-HGUT-03803
GUT_GENOME244290,1849488,3286,71.88,2.43,GUT_GENOME244290,MGYG-HGUT-03804
GUT_GENOME244293,2110817,6967,91.11,1.13,GUT_GENOME244293,MGYG-HGUT-03805
GUT_GENOME244330,2539854,27348,97.56,1.37,GUT_GENOME244330,MGYG-HGUT-03806
GUT_GENOME244332,1265144,12263,89.82,0.73,GUT_GENOME244332,MGYG-HGUT-03807
GUT_GENOME244335,2368539,15999,97.63,1.9,GUT_GENOME244335,MGYG-HGUT-03808
GUT_GENOME244339,1099788,18412,89.33,0.5,GUT_GENOME244339,MGYG-HGUT-03809
GUT_GENOME244340,1970833,51349,97.34,0.95,GUT_GENOME244340,MGYG-HGUT-03810
GUT_GENOME244349,2349574,24962,93.45,0.89,GUT_GENOME244349,MGYG-HGUT-03811
GUT_GENOME244362,2316911,27756,97.84,1.18,GUT_GENOME244362,MGYG-HGUT-03812
GUT_GENOME244379,1684285,44243,95.41,0.0,GUT_GENOME244379,MGYG-HGUT-03813
GUT_GENOME244383,1857523,38389,86.22,0.0,GUT_GENOME244383,MGYG-HGUT-03814
GUT_GENOME244427,1813778,33499,98.36,0.15,GUT_GENOME244427,MGYG-HGUT-03815
GUT_GENOME244445,2849186,11365,80.83,2.36,GUT_GENOME244445,MGYG-HGUT-03816
GUT_GENOME244516,1298123,4711,69.86,1.08,GUT_GENOME244516,MGYG-HGUT-03817
GUT_GENOME244575,1728965,239551,90.14,0.0,GUT_GENOME244575,MGYG-HGUT-03818
GUT_GENOME244583,2286303,64014,94.3,0.67,GUT_GENOME244583,MGYG-HGUT-03819
GUT_GENOME244587,2418429,26592,95.64,0.02,GUT_GENOME244587,MGYG-HGUT-03820
GUT_GENOME244589,2665084,71533,90.17,0.0,GUT_GENOME244589,MGYG-HGUT-03821
GUT_GENOME244598,2177729,5241,70.86,1.7,GUT_GENOME244598,MGYG-HGUT-03822
GUT_GENOME244654,1907614,7552,87.76,0.81,GUT_GENOME244654,MGYG-HGUT-03823
GUT_GENOME244747,2193767,23123,96.71,2.43,GUT_GENOME244747,MGYG-HGUT-03824
GUT_GENOME244777,2022533,33041,88.59,0.22,GUT_GENOME244777,MGYG-HGUT-03825
GUT_GENOME244786,1835600,25048,93.29,0.0,GUT_GENOME244786,MGYG-HGUT-03826
GUT_GENOME244811,1662387,78400,97.85,0.0,GUT_GENOME244811,MGYG-HGUT-03827
GUT_GENOME244875,2639001,35715,92.9,1.12,GUT_GENOME244875,MGYG-HGUT-03828
GUT_GENOME244953,1973429,19013,89.74,1.99,GUT_GENOME244953,MGYG-HGUT-03829
GUT_GENOME244966,1546971,4604,62.1,0.81,GUT_GENOME244966,MGYG-HGUT-03830
GUT_GENOME244968,3246644,31593,96.29,0.5,GUT_GENOME244968,MGYG-HGUT-03831
GUT_GENOME245185,1114042,40945,89.61,1.12,GUT_GENOME245185,MGYG-HGUT-03832
GUT_GENOME245203,2358901,9198,90.94,1.21,GUT_GENOME245203,MGYG-HGUT-03833
GUT_GENOME245287,2806677,101793,98.28,0.19,GUT_GENOME245287,MGYG-HGUT-03834
GUT_GENOME245362,3225656,131578,98.81,1.7,GUT_GENOME245362,MGYG-HGUT-03835
GUT_GENOME245427,1697289,33801,94.27,0.62,GUT_GENOME245427,MGYG-HGUT-03836
GUT_GENOME245498,2173953,46059,99.92,0.0,GUT_GENOME245498,MGYG-HGUT-03837
GUT_GENOME245503,2498756,122093,96.31,0.06,GUT_GENOME245503,MGYG-HGUT-03838
GUT_GENOME245660,1300970,6642,77.51,0.0,GUT_GENOME245660,MGYG-HGUT-03839
GUT_GENOME245661,1422591,7159,79.29,1.57,GUT_GENOME245661,MGYG-HGUT-03840
GUT_GENOME245674,1511057,5720,86.61,1.01,GUT_GENOME245674,MGYG-HGUT-03841
GUT_GENOME245705,1754576,21179,90.6,0.34,GUT_GENOME245705,MGYG-HGUT-03842
GUT_GENOME245730,2332331,130882,95.56,0.81,GUT_GENOME245730,MGYG-HGUT-03843
GUT_GENOME245758,2672388,187968,98.32,0.0,GUT_GENOME245758,MGYG-HGUT-03844
GUT_GENOME245766,1510212,7483,91.6,0.0,GUT_GENOME245766,MGYG-HGUT-03845
GUT_GENOME245772,2141960,82475,94.59,0.68,GUT_GENOME245772,MGYG-HGUT-03846
GUT_GENOME245773,2077390,53024,98.39,0.81,GUT_GENOME245773,MGYG-HGUT-03847
GUT_GENOME245868,2012794,24729,95.16,0.97,GUT_GENOME245868,MGYG-HGUT-03848
GUT_GENOME245894,1745620,311148,85.46,0.0,GUT_GENOME245894,MGYG-HGUT-03849
GUT_GENOME245896,1133467,3376,53.62,0.0,GUT_GENOME245896,MGYG-HGUT-03850
GUT_GENOME245976,2079686,36882,99.19,0.0,GUT_GENOME245976,MGYG-HGUT-03851
GUT_GENOME246008,1962706,63765,96.74,0.0,GUT_GENOME246008,MGYG-HGUT-03852
GUT_GENOME246020,1495030,4045,59.36,1.08,GUT_GENOME246020,MGYG-HGUT-03853
GUT_GENOME246096,2287573,120029,93.96,0.0,GUT_GENOME246096,MGYG-HGUT-03854
GUT_GENOME246110,1744938,3307,50.31,0.0,GUT_GENOME246110,MGYG-HGUT-03855
GUT_GENOME246171,2220083,25124,95.91,0.38,GUT_GENOME246171,MGYG-HGUT-03856
GUT_GENOME246181,1817818,10980,90.31,0.85,GUT_GENOME246181,MGYG-HGUT-03857
GUT_GENOME246198,2536747,19426,94.97,0.0,GUT_GENOME246198,MGYG-HGUT-03858
GUT_GENOME246211,1621181,44874,91.76,0.0,GUT_GENOME246211,MGYG-HGUT-03859
GUT_GENOME246267,2058567,7659,91.42,3.17,GUT_GENOME246267,MGYG-HGUT-03860
